name,gene_product,complex_annotation,localization,go_terms,localization_group
fkpa,peptidyl-prolyl cis-trans isomerase FkpA,peptidyl-prolyl cis-trans isomerase FkpA,PE,GO:0000413; GO:0006457; GO:0030288; GO:0042026; GO:0005515; GO:0042597; GO:0016853; GO:0003755,envelope
flgi,flagellar P-ring protein,flagellum,PE,GO:0097588; GO:0071973; GO:0030288; GO:0009428; GO:0005198; GO:0006974; GO:0009288; GO:0009425; GO:0042597,envelope
flgi,flagellar P-ring protein,flagellar motor complex,PE,GO:0097588; GO:0071973; GO:0030288; GO:0009428; GO:0005198; GO:0006974; GO:0009288; GO:0009425; GO:0042597,envelope
flif,flagellar basal-body MS-ring and collar protein,flagellum,IM,GO:0071973; GO:0009431; GO:0003774; GO:0009288; GO:0005886; GO:0009425; GO:0016021; GO:0016020; GO:0005515,envelope
flif,flagellar basal-body MS-ring and collar protein,flagellar motor complex,IM,GO:0071973; GO:0009431; GO:0003774; GO:0009288; GO:0005886; GO:0009425; GO:0016021; GO:0016020; GO:0005515,envelope
flil,flagellar protein FliL,flagellum,IM,GO:0005887; GO:0071978; GO:0071973; GO:0097588; GO:0009425; GO:0016021; GO:0005886; GO:0016020; GO:0006935,envelope
flil,flagellar protein FliL,flagellar motor complex,IM,GO:0005887; GO:0071978; GO:0071973; GO:0097588; GO:0009425; GO:0016021; GO:0005886; GO:0016020; GO:0006935,envelope
flk,putative flagella assembly protein,putative flagella assembly protein,IM,GO:0005887; GO:0031224; GO:0010468; GO:0016020; GO:0016021; GO:0005886,envelope
flu,CP4-44 prophage; self recognizing antigen 43 (Ag43) autotransporter,CP4-44 prophage; self recognizing antigen 43 (Ag43) autotransporter,OM,GO:0016020; GO:0042597; GO:0016021; GO:0009986; GO:0005576; GO:0009279; GO:0009279,envelope
ftse,cell division protein FtsE,divisome protein complex FtsEX,IM,GO:0055085; GO:0022857; GO:0016020; GO:0005886; GO:0032153; GO:0000166; GO:0019898; GO:0016887; GO:0031234; GO:0046677; GO:0005515; GO:0051301; GO:0007049; GO:0005524; GO:0005737,envelope
ftsh,ATP-dependent zinc metalloprotease FtsH,FtsH/HflKC protease complex,IM,GO:0005515; GO:0098796; GO:0005887; GO:0004176; GO:0046872; GO:0016787; GO:0016020; GO:0030163; GO:0004222; GO:0043273; GO:0030145; GO:0016887; GO:0005886; GO:0016021; GO:0008270; GO:0008237; GO:0008233; GO:0005524; GO:0000166; GO:0006508,envelope
ftsi,peptidoglycan DD-transpeptidase FtsI,peptidoglycan DD-transpeptidase FtsI,IM,GO:0043093; GO:0000917; GO:0016787; GO:0009002; GO:0008233; GO:0006508; GO:0004180; GO:0071555; GO:0032153; GO:0016021; GO:0016020; GO:0005886; GO:0005515; GO:0031226; GO:0005887; GO:0051301; GO:0008955; GO:0008658; GO:0008360; GO:0007049; GO:0042493; GO:0009252,envelope
ftsk,cell division DNA translocase FtsK,cell division DNA translocase FtsK,IM,GO:0036121; GO:0032508; GO:0042802; GO:0016021; GO:0006970; GO:0016020; GO:0043085; GO:0071236; GO:0045893; GO:0016887; GO:0009651; GO:0000920; GO:0043565; GO:0005887; GO:0015616; GO:0005886; GO:0051301; GO:0007059; GO:0007049; GO:0005524; GO:0005515; GO:0003677; GO:0000166,envelope
ftsl,cell division protein FtsL,FtsLBQ cell division complex,IM,GO:0032153; GO:0016021; GO:0016020; GO:0005886; GO:0005515; GO:0005887; GO:0043093; GO:0051301; GO:0007049,envelope
ftsn,cell division protein FtsN,cell division protein FtsN,IM,GO:0090529; GO:0043093; GO:0032506; GO:0032153; GO:0030428; GO:0000935; GO:0042834; GO:0005887; GO:0016020; GO:0007049; GO:0051301; GO:0000917; GO:0005515; GO:0000910; GO:0005886; GO:0016021,envelope
ftsp,cell division protein required during stress conditions,cell division protein required during stress conditions,PE,GO:0006979; GO:0010212; GO:0006950; GO:0042597; GO:0032153; GO:0055114; GO:0016491; GO:0005507; GO:0051301; GO:0007049; GO:0043093; GO:0030288,envelope
ftsq,cell division protein FtsQ,FtsLBQ cell division complex,IM,GO:0032153; GO:0090529; GO:0016020; GO:0016021; GO:0042802; GO:0005515; GO:0051301; GO:0005887; GO:0043093; GO:0005886; GO:0007049; GO:0000917,envelope
ftsx,cell division protein FtsX,divisome protein complex FtsEX,IM,GO:0032153; GO:0016020; GO:0009276; GO:0005515; GO:0051301; GO:0005886; GO:0016021; GO:0007049,envelope
ftsy,signal recognition particle receptor,signal recognition particle receptor,IM,GO:0006612; GO:0006605; GO:0005047; GO:0042803; GO:0005515; GO:0019897; GO:0016020; GO:0005886; GO:0005737; GO:0000166; GO:0005829; GO:0031226; GO:0003924; GO:0006614; GO:0005525,envelope
fxsa,protein FxsA,protein FxsA,IM,GO:0031226; GO:0016020; GO:0005886; GO:0016021,envelope
ggt,"glutathione hydrolase, small subunit // ""glutathione hydrolase, large subunit"" // ""glutathione hydrolase proenzyme""","glutathione hydrolase, small subunit // ""glutathione hydrolase, large subunit"" // ""glutathione hydrolase proenzyme""",PE,GO:0103068; GO:0102953; GO:0006750; GO:0034722; GO:0006751; GO:0043102; GO:0097264; GO:0008233; GO:0006508; GO:0016746; GO:0016740; GO:0036374; GO:0016787; GO:0006749; GO:0030288; GO:0042597,envelope
glnh,L-glutamine ABC transporter periplasmic binding protein,L-glutamine ABC transporter,PE,GO:0034220; GO:0015276; GO:0016020; GO:0006868; GO:0070406; GO:0030288; GO:0042597; GO:0006865,envelope
glpq,glycerophosphoryl diester phosphodiesterase GlpQ,"glycerophosphoryl diester phosphodiesterase, periplasmic",PE,GO:0005509; GO:0042802; GO:0008081; GO:0006629; GO:0046872; GO:0042597; GO:0016787; GO:0008889; GO:0006071,envelope
glpt,GLPT-MONOMER,GLPT-MONOMER,IM,GO:0022857; GO:0035435; GO:0055085; GO:0015169; GO:0005886; GO:0016021; GO:0016020; GO:0006071; GO:0015527; GO:0015315; GO:0015794; GO:0015793; GO:0006810,envelope
glti,glutamate/aspartate ABC transporter periplasmic binding protein,glutamate / aspartate ABC transporter,PE,GO:0070335; GO:0016595; GO:0015813; GO:0070778; GO:0030288; GO:0042597; GO:0006865,envelope
gsib,glutathione ABC transporter periplasmic binding protein,glutathione ABC transporter,PE,GO:1904680; GO:0042938; GO:0043190; GO:0034635; GO:0055085; GO:0006974; GO:0030288; GO:0042597,envelope
hdeb,periplasmic acid stress chaperone HdeB,periplasmic acid stress chaperone HdeB,PE,GO:1990451; GO:0010447; GO:0042597; GO:0030288; GO:0051082; GO:0009268,envelope
hemx,PF04375 family protein HemX,PF04375 family protein HemX,IM,GO:0005887; GO:0005886; GO:0016021; GO:0016020,envelope
hemy,protein HemY,protein HemY,IM,GO:0005887; GO:0042168; GO:0005886; GO:0016021; GO:0016020; GO:0006779,envelope
hflc,regulator of FtsH protease,HflK-HflC complex; regulator of FtsH protease,IM,GO:0098796; GO:0016020; GO:0052547; GO:0030288; GO:0071575; GO:0043086; GO:0009408; GO:0005886; GO:0016021; GO:0005515,envelope
hflc,regulator of FtsH protease,FtsH/HflKC protease complex,IM,GO:0098796; GO:0016020; GO:0052547; GO:0030288; GO:0071575; GO:0043086; GO:0009408; GO:0005886; GO:0016021; GO:0005515,envelope
hflk,regulator of FtsH protease,HflK-HflC complex; regulator of FtsH protease,IM,GO:0098796; GO:0005829; GO:0016021; GO:0016020; GO:0030288; GO:0043086; GO:0071575; GO:0005886; GO:0009408; GO:0005515,envelope
hflk,regulator of FtsH protease,FtsH/HflKC protease complex,IM,GO:0098796; GO:0005829; GO:0016021; GO:0016020; GO:0030288; GO:0043086; GO:0071575; GO:0005886; GO:0009408; GO:0005515,envelope
hisj,histidine ABC transporter periplasmic binding protein,histidine ABC transporter,PE,GO:0071705; GO:0016597; GO:1902024; GO:0030288; GO:0042597; GO:0006865,envelope
htpx,protease HtpX,protease HtpX,IM,GO:0016787; GO:0016020; GO:0008237; GO:0008233; GO:0046872; GO:0005886; GO:0016021; GO:0008270; GO:0006508; GO:0004222; GO:0009266,envelope
ivy,"periplasmic chaperone, inhibitor of vertebrate C-type lysozyme","periplasmic chaperone, inhibitor of vertebrate C-type lysozyme",PE,GO:0061077; GO:0042803; GO:0043086; GO:0030288; GO:0050790; GO:0060241; GO:0042597,envelope
kch,K+ channel Kch,voltage-gated K<sup>+</sup> channel,IM,GO:0032991; GO:0042802; GO:0006813; GO:0016021; GO:0006811; GO:0005886; GO:0016020,envelope
lgt,EG12128-MONOMER,EG12128-MONOMER,IM,GO:0009898; GO:0016740; GO:0016020; GO:0005886; GO:0005887; GO:0008961; GO:0042158; GO:0016021,envelope
livj,branched chain amino acid/phenylalanine ABC transporter periplasmic binding protein,branched chain amino acid / phenylalanine ABC transporter,PE,GO:0015829; GO:0015820; GO:0015818; GO:0015803; GO:0030288; GO:0042597; GO:0006865,envelope
livk,L-leucine/L-phenylalanine ABC transporter periplasmic binding protein,L-leucine/L-phenylalanine ABC transporter periplasmic binding protein,PE,GO:0070728; GO:0015820; GO:0030288; GO:0042597; GO:0006865,envelope
lnt,apolipoprotein N-acyltransferase,apolipoprotein N-acyltransferase,IM,GO:0030288; GO:0005515; GO:0016746; GO:0016740; GO:0016021; GO:0016020; GO:0006807; GO:0005887; GO:0005886; GO:0016410; GO:0042158,envelope
loip,metalloprotease LoiP,metalloprotease LoiP,LPO,GO:0071476; GO:0034605; GO:0034644; GO:0005515; GO:0016787; GO:0008233; GO:0004222; GO:0009279; GO:0046872; GO:0016020; GO:0008237; GO:0006508,envelope
lola,outer membrane lipoprotein carrier protein,outer membrane lipoprotein carrier protein,PE,GO:0005515; GO:0072323; GO:0044874; GO:0042597; GO:0015031; GO:0042953; GO:0030288,envelope
lola,outer membrane lipoprotein carrier protein,outer membrane lipoprotein carrier protein,PE,GO:0005515; GO:0072323; GO:0044874; GO:0042597; GO:0015031; GO:0042953; GO:0030288;GO:0005739; GO:0017118; GO:0016874; GO:0006464; GO:0016979; GO:0005829; GO:0009249; GO:0000166; GO:0005524; GO:0005737,envelope
lolb,outer membrane lipoprotein LolB,outer membrane lipoprotein LolB,LPO,GO:0009279; GO:0036406; GO:0030288; GO:0005515; GO:0044874; GO:0042157; GO:0016020; GO:0015031,envelope
lold,lipoprotein release complex - ATP binding subunit,lipoprotein release complex,IM,GO:0055085; GO:0022857; GO:0089705; GO:0140306; GO:0044873; GO:0098797; GO:0044874; GO:0016020; GO:0005886; GO:0042953; GO:0016887; GO:0016787; GO:0005524; GO:0000166,envelope
lole,lipoprotein release complex - inner membrane subunit,lipoprotein release complex,IM,GO:0140306; GO:0042953; GO:0044874; GO:0098797; GO:0005515; GO:0016021; GO:0016020; GO:0005886; GO:0005887,envelope
lpoa,outer membrane lipoprotein - activator of MrcA activity,outer membrane lipoprotein - activator of MrcA activity,LPO,GO:0050790; GO:0042597; GO:0004553; GO:0016020; GO:0031241; GO:0030234; GO:0008360; GO:0019899; GO:0009252; GO:0009279; GO:0005515,envelope
lpob,outer membrane lipoprotein - activator of MrcB activity,outer membrane lipoprotein - activator of MrcB activity,LPO,GO:0005515; GO:0008047; GO:0043085; GO:0016020; GO:0031241; GO:0030234; GO:0008360; GO:0009252; GO:0009279; GO:0019899,envelope
lpp,murein lipoprotein,murein lipoprotein,LPO,GO:0031230; GO:0005618; GO:0005576; GO:0043580; GO:0019867; GO:0005515; GO:0030258; GO:0008289; GO:0030288; GO:0042802; GO:0045203; GO:0042834; GO:0009279; GO:0016020; GO:0009279,envelope
lpta,lipopolysaccharide transport system protein LptA,lipopolysaccharide transport system,PE,GO:0043165; GO:1990351; GO:0042802; GO:0046836; GO:0005515; GO:0001530; GO:0009279; GO:0030288; GO:0015920; GO:0042597; GO:0017089,envelope
lptd,lipopolysaccharide assembly protein LptD,lipopolysaccharide transport system - outer membrane assembly complex,OM,GO:1990351; GO:0019867; GO:0061024; GO:0016020; GO:0015920; GO:0005515; GO:0043165; GO:0010033; GO:0009279,envelope
lptd,lipopolysaccharide assembly protein LptD,lipopolysaccharide transport system,OM,GO:1990351; GO:0019867; GO:0061024; GO:0016020; GO:0015920; GO:0005515; GO:0043165; GO:0010033; GO:0009279,envelope
lpte,lipopolysaccharide assembly protein LptE,lipopolysaccharide transport system - outer membrane assembly complex,LPO,GO:1990351; GO:0001530; GO:0030288; GO:0019867; GO:0016020; GO:0015920; GO:0009279; GO:0043165; GO:0005515,envelope
lpte,lipopolysaccharide assembly protein LptE,lipopolysaccharide transport system,LPO,GO:1990351; GO:0001530; GO:0030288; GO:0019867; GO:0016020; GO:0015920; GO:0009279; GO:0043165; GO:0005515,envelope
male,maltose ABC transporter periplasmic binding protein,maltose ABC transporter,PE,GO:0055085; GO:0034219; GO:0015144; GO:0055052; GO:0043190; GO:0008643; GO:1901982; GO:0060326; GO:0034289; GO:0006974; GO:0030288; GO:0005515; GO:0042597; GO:0042956; GO:0015768,envelope
many,mannose-specific PTS enzyme IIC component,mannose-specific PTS enzyme II,IM,GO:0098708; GO:0015761; GO:0032445; GO:0015764; GO:0016021; GO:0008643; GO:0005886; GO:0005887; GO:0022870; GO:0016020; GO:0009401,envelope
many,mannose-specific PTS enzyme IIC component,mannose-specific PTS enzyme II,IM,GO:0098708; GO:0015761; GO:0032445; GO:0015764; GO:0016021; GO:0008643; GO:0005886; GO:0005887; GO:0022870; GO:0016020; GO:0009401;GO:0005829; GO:0009401; GO:0008643; GO:0010243; GO:0006468; GO:0016772; GO:0003824; GO:0046872; GO:0016740; GO:0016310; GO:0016301; GO:0008965; GO:0005737,envelope
manz,mannose-specific PTS enzyme IID component,mannose-specific PTS enzyme II,IM,GO:0015761; GO:0098708; GO:0032445; GO:0015764; GO:0016021; GO:0008643; GO:0005886; GO:0005887; GO:0022870; GO:0016020; GO:0009401,envelope
mdta,multidrug efflux pump membrane fusion protein MdtA,multidrug efflux pump MdtABC-TolC,IM,GO:1990281; GO:0022857; GO:0015562; GO:0006855; GO:0042908; GO:0015125; GO:0015721; GO:0005887; GO:0055085; GO:0005886; GO:0030288; GO:0016020,envelope
meps,peptidoglycan DD-endopeptidase/peptidoglycan LD-carboxypeptidase,peptidoglycan DD-endopeptidase/peptidoglycan LD-carboxypeptidase,LPO,GO:0005515; GO:0071555; GO:0045227; GO:0009254; GO:0000270; GO:0016020; GO:0016787; GO:0008234; GO:0008233; GO:0006508; GO:0009279; GO:0004175,envelope
mglb,D-galactose/methyl-galactoside ABC transporter periplasmic binding protein,D-galactose / methyl-&beta;-D-galactoside ABC transporter,PE,GO:0005534; GO:0005536; GO:0015757; GO:0015765; GO:0005515; GO:0030288; GO:0046872; GO:0042597; GO:0008643; GO:0006935,envelope
mipa,MltA-interacting protein,MltA-interacting protein,OM,GO:0016020; GO:0030674; GO:0009252; GO:0009279,envelope
mlaa,intermembrane phospholipid transport system - outer membrane lipoprotein MlaA,intermembrane phospholipid transport system - outer membrane lipoprotein MlaA,LPO,GO:0120010; GO:0005515; GO:0009279; GO:0016020,envelope
mlac,intermembrane phospholipid transport system - periplasmic binding protein,intermembrane phospholipid transport system - periplasmic binding protein,PE,GO:0120010; GO:0042597; GO:0030288; GO:0015914,envelope
mlad,"intermembrane phospholipid transport system, substrate binding protein MlaD",intermembrane phospholipid transport system,IM,GO:0005548; GO:0120014; GO:0120010; GO:0030288; GO:0032991; GO:0005887; GO:0015914; GO:0016021; GO:0016020; GO:0005886; GO:0005543,envelope
mlaf,"intermembrane phospholipid transport system, ATP binding subunit MlaF",intermembrane phospholipid transport system,IM,GO:0120014; GO:0120010; GO:0032991; GO:0016020; GO:0016887; GO:0016787; GO:0005886; GO:0015914; GO:0005524; GO:0005515; GO:0000166,envelope
mlic,"inhibitor of c-type lysozyme, putative lipoprotein","inhibitor of c-type lysozyme, putative lipoprotein",LPO,GO:0005515; GO:0043086; GO:0031241; GO:0016020; GO:0009279; GO:0060241,envelope
mlta,membrane-bound lytic murein transglycosylase A,membrane-bound lytic murein transglycosylase A,LPO,GO:0005887; GO:0004553; GO:0036405; GO:0030288; GO:0000270; GO:0009253; GO:0005515; GO:0071555; GO:0016020; GO:0019867; GO:0009254; GO:0008933; GO:0016829; GO:0009279; GO:0009279,envelope
mltc,membrane-bound lytic murein transglycosylase C,membrane-bound lytic murein transglycosylase C,LPO,GO:0051301; GO:0030288; GO:0031225; GO:0008932; GO:0009253; GO:0071555; GO:0000270; GO:0016998; GO:0016798; GO:0008933; GO:0071236; GO:0034599; GO:0016829; GO:0009279; GO:0016020,envelope
moda,molybdate ABC transporter periplasmic binding protein,molybdate ABC transporter,PE,GO:0046872; GO:0046687; GO:0030973; GO:0015412; GO:1901359; GO:0030151; GO:0030288; GO:0015689; GO:0042597,envelope
mppa,murein tripeptide ABC transporter periplasmic binding protein,murein tripeptide ABC transporter,PE,GO:1904680; GO:1900750; GO:0015834; GO:0055085; GO:0043190; GO:0015833; GO:0030288; GO:0015031; GO:0042939; GO:0042597,envelope
mqo,EG12069-MONOMER,EG12069-MONOMER,IM,GO:0005737; GO:0005829; GO:0050660; GO:0009898; GO:0016491; GO:0052589; GO:0055114; GO:0008924; GO:0006099,envelope
mrda,peptidoglycan DD-transpeptidase MrdA,peptidoglycan DD-transpeptidase MrdA,IM,GO:0071972; GO:0005515; GO:0030288; GO:0016787; GO:0008233; GO:0004180; GO:0016021; GO:0006508; GO:0016020; GO:0005887; GO:0005886; GO:0009002; GO:0046677; GO:0008658; GO:0008360; GO:0071555; GO:0009252,envelope
mrec,cell shape determining protein MreC,cell shape determining protein MreC,IM,GO:0030288; GO:0005829; GO:0071963; GO:0005887; GO:0016020; GO:0043621; GO:0016021; GO:0005886; GO:0005515; GO:0008360,envelope
msba,ATP-binding lipopolysaccharide transport protein,ATP-dependent Lipid A-core flippase,IM,GO:0055085; GO:0042910; GO:0042626; GO:0042802; GO:0042908; GO:0008289; GO:0008144; GO:0005887; GO:0008559; GO:0034204; GO:0015920; GO:0015437; GO:0005524; GO:0006869; GO:0016020; GO:0016021; GO:0005886; GO:0034040; GO:0000166; GO:0016887; GO:0043190,envelope
mscl,large conductance mechanosensitive channel,large conductance mechanosensitive channel,IM,GO:0005623; GO:0005887; GO:0034220; GO:0042802; GO:0005886; GO:0016021; GO:0016020; GO:0006811; GO:0009992; GO:0008381,envelope
mscm,miniconductance mechanosensitive channel MscM,miniconductance mechanosensitive channel MscM,IM,GO:0006811; GO:0055085; GO:0071470; GO:0008381; GO:0005887; GO:0005886; GO:0016021; GO:0016020,envelope
mscs,small conductance mechanosensitive channel MscS,small conductance mechanosensitive channel MscS,IM,GO:0005623; GO:0042802; GO:0051260; GO:0005887; GO:0034220; GO:0016020; GO:0055085; GO:0005886; GO:0016021; GO:0006811; GO:0008381; GO:0009992,envelope
murg,NACGLCTRANS-MONOMER,NACGLCTRANS-MONOMER,IM,GO:0005515; GO:0005975; GO:0071555; GO:0016758; GO:0016757; GO:0016740; GO:0030259; GO:0051991; GO:0005886; GO:0051301; GO:0016020; GO:0008360; GO:0007049; GO:0050511; GO:0009252,envelope
nage,N-acetylglucosamine-specific PTS enzyme IIABC component,N-acetylglucosamine-specific PTS enzyme II,IM,GO:0046872; GO:0034219; GO:0090587; GO:0090586; GO:0019866; GO:0008643; GO:0015764; GO:0005887; GO:0009254; GO:0015572; GO:0006974; GO:0016310; GO:0016301; GO:0005886; GO:0016740; GO:0016021; GO:0016020; GO:0008982; GO:0009401,envelope
nage,N-acetylglucosamine-specific PTS enzyme IIABC component,N-acetylglucosamine-specific PTS enzyme II,IM,GO:0046872; GO:0034219; GO:0090587; GO:0090586; GO:0019866; GO:0008643; GO:0015764; GO:0005887; GO:0009254; GO:0015572; GO:0006974; GO:0016310; GO:0016301; GO:0005886; GO:0016740; GO:0016021; GO:0016020; GO:0008982; GO:0009401;GO:0032147; GO:0043086; GO:0034219; GO:0005829; GO:0010243; GO:0009401; GO:0008982; GO:0032412; GO:0030295; GO:0004857; GO:0016310; GO:0016301; GO:0016740; GO:0005737; GO:0005515,envelope
ndh,NADH:quinone oxidoreductase II,NADH:quinone oxidoreductase II,IM,GO:0055070; GO:0005887; GO:0030964; GO:0009061; GO:0055114; GO:0016491; GO:0016020; GO:0003954; GO:0005886; GO:0050660; GO:0019646; GO:0008137; GO:0009060,envelope
nlpa,lipoprotein-28,lipoprotein-28,LPI,GO:0015821; GO:0005886; GO:0016020,envelope
nlpe,sensor lipoprotein NlpE,sensor lipoprotein NlpE,LPO,GO:0042802; GO:1990169; GO:0005515; GO:0036460; GO:0007155; GO:0030288; GO:0016020; GO:0010810; GO:0009279,envelope
nmpc,DLP12 prophage; putative outer membrane porin NmpC,DLP12 prophage; putative outer membrane porin NmpC,OM,no ontology,envelope
nuoa,NADH:quinone oxidoreductase subunit A,NADH:quinone oxidoreductase I,IM,GO:0050136; GO:0016651; GO:0016021; GO:0016020; GO:0055114; GO:0005887; GO:0030964; GO:0005886; GO:0045272; GO:0048038; GO:0008137;GO:0055114; GO:0048038; GO:0016021; GO:0016020; GO:0042773; GO:0015990; GO:0048039; GO:0030964; GO:0005886; GO:0045272; GO:0005887; GO:0008137; GO:0009060,envelope
